attention_global_key_read_norm_max,attention_global_key_write_norm_max,attention_global_logit_bias_max,attention_global_logit_bias_mean,checkpoint,family,global_local_ratio,global_read_gate_max,global_read_out_norm_max,global_read_query_norm_max,global_write_proj_norm_max,route_entropy,summary_active_block_evals_per_token,summary_advance_ratio,summary_attention_global_kv_last_token_mass,summary_attention_global_kv_logit_bias_mean,summary_attention_global_kv_sink_last_token_mass,summary_attention_global_kv_slots_max,summary_attention_global_kv_slots_mean,summary_attention_global_kv_window_last_token_mass,summary_attention_global_kv_write_count_mean,summary_average_route_steps,summary_block_load_entropy,summary_block_load_entropy_normalized,summary_forced_max_step_exit_count,summary_forced_max_step_exit_fraction,summary_global_attention_mass,summary_global_cache_slots_mean,summary_global_read_gate_mean,summary_global_sink_attention_mass,summary_global_to_local_read_ratio,summary_global_window_attention_mass,summary_local_read_fraction_mean,summary_local_to_global_read_ratio,summary_location_distance_mean,summary_max_route_steps,summary_p_output_mean,summary_position_norm_mean,summary_random_route_override_count,summary_random_route_override_fraction,summary_random_route_probability,summary_recur_ratio,summary_route_entropy,summary_route_imitation_accuracy,summary_route_logit_noise_std,summary_route_path_count,summary_route_path_diversity,summary_self_recur_cap_count,summary_self_recur_cap_fraction,summary_skip_ratio,summary_weighted_fusion_ratio,validation_loss_one_batch
,,,,checkpoint_step_00015000,hidden,0.014890811505860515,0.3000604510307312,19.796682357788086,25.773086547851562,6.960794925689697,1.6974488038283129,0.9230769230769231,0.2222222222222222,,,,,,,,13.0,1.791759729385376,0.8616542896485936,0.0,0.0,1.0,7.500000476837158,0.3000604510307312,0.9999531507492065,0.42869480867683546,4.687883847509511e-05,0.6999395489692688,2.3326617905322795,6.69689616188407e-05,16.0,0.0653122290968895,1.0,0.0,0.0,0.0,0.4444444444444444,1.6974488496780396,0.19230769574642181,0.0,1.0,0.5,8.0,0.3076923076923077,0.3333333333333333,0.8461538553237915,3.2998082637786865
,,,,checkpoint_step_00030000,hidden,0.019659404044172595,0.45237234234809875,15.079421997070312,25.698848724365234,7.800571918487549,1.7606450044191801,0.9230769230769231,0.125,,,,,,,,13.0,1.9792046546936035,0.9517962441282257,0.0,0.0,1.0,7.500000476837158,0.45237237215042114,0.9706966280937195,0.826058345388443,0.02930341102182865,0.5476276278495789,1.2105682432513447,0.0001476839679526165,16.0,0.062155239284038544,1.0,0.0,0.0,0.0,0.375,1.7606451511383057,0.1538461595773697,0.0,1.0,0.5,6.0,0.23076923076923078,0.5,0.8461538553237915,2.994659185409546
,,,,checkpoint_step_00045000,hidden,0.018507206612931832,0.8245775699615479,21.337650299072266,77.24832916259766,8.128836631774902,1.9442281539623554,0.9230769230769231,0.125,,,,,,,,13.0,1.8342342376708984,0.88208021041504,0.0,0.0,1.0,7.500000476837158,0.8245776295661926,0.3100152611732483,4.7005272333686365,0.6899847388267517,0.17542237043380737,0.21274209261060897,0.0010696453973650932,16.0,0.05247814953327179,1.0,0.0,0.0,0.0,0.375,1.9442282915115356,0.11538462340831757,0.0,2.0,1.0,6.0,0.23076923076923078,0.5,0.8461538553237915,2.5200865268707275
,,0.056767575442790985,-0.8703399458900094,checkpoint_step_00015000,attention,,,,,,1.6022390585679274,0.9230769230769231,0.0,0.13205192983150482,-0.856229305267334,0.11834980547428131,12.0,6.92307710647583,0.013702117837965488,1.846153974533081,13.0,1.935600757598877,0.9308272021518469,0.0,0.0,,,,,,,,,0.00020513344497885555,16.0,0.059613652527332306,1.0,0.0,0.0,0.0,0.14285714285714285,1.6022391319274902,0.11538462340831757,0.0,1.0,0.5,2.0,0.07692307692307693,0.8571428571428571,0.8461538553237915,3.294501543045044
,,0.9624888300895691,0.33705840073525906,checkpoint_step_00030000,attention,,,,,,1.71298244366279,0.9230769230769231,0.0,0.31651708483695984,0.27634668350219727,0.2626863121986389,12.0,6.92307710647583,0.05383077263832092,1.846153974533081,13.0,1.935600757598877,0.9308272021518469,0.0,0.0,,,,,,,,,0.00044248776976019144,16.0,0.05841962993144989,1.0,0.0,0.0,0.0,0.14285714285714285,1.7129825353622437,0.03846153989434242,0.0,1.0,0.5,2.0,0.07692307692307693,0.8571428571428571,0.8461538553237915,2.97424054145813
,,1.8572688102722168,0.6955493744462729,checkpoint_step_00045000,attention,,,,,,1.8033523651269765,0.9230769230769231,0.2857142857142857,0.397034615278244,0.4776105582714081,0.3226805031299591,12.0,6.92307710647583,0.07435403764247894,1.846153974533081,13.0,1.9792046546936035,0.9517962441282257,0.0,0.0,,,,,,,,,0.002020586747676134,16.0,0.042575158178806305,1.0,0.0,0.0,0.0,0.14285714285714285,1.8033524751663208,0.11538462340831757,0.0,1.0,0.5,2.0,0.07692307692307693,0.5714285714285714,0.8461538553237915,2.6965084075927734
,,1.3253616094589233,0.6656217686831951,checkpoint_step_00060000,attention,,,,,,1.385366828979126,0.9285714285714286,0.5,0.4034753143787384,0.630217432975769,0.30311837792396545,13.0,7.428571701049805,0.10035691410303116,1.8571429252624512,14.0,1.5193827152252197,0.7306686341481872,0.0,0.0,,,,,,,,,0.0035299244336783886,16.0,0.0649212896823883,1.0,0.0,0.0,0.0,0.0,1.3853667974472046,0.1071428656578064,0.0,1.0,0.5,0.0,0.0,0.5,0.8571429252624512,2.0222880840301514
